a;la;fin;4
a;quoi;bon;4
c;est;à;7
c;est;un;6
c;est;là;4
c;est;ainsi;4
c;était;une;10
c;était;un;7
c;était;le;5
c;était;la;4
ce;n;était;4
de;temps;à;11
et;c;est;10
et;chaque;fois;4
et;je;me;6
il;n;y;18
il;y;avait;23
il;y;a;11
il;y;eut;9
il;y;en;5
je;m;étais;5
je;me;rappelle;7
je;n;ai;6
je;ne;sais;7
juin;;;4
l;un;d;5
la;jeune;fille;4
m;de;galais;5
mais;à;peine;4
on;eût;dit;5
peu;à;peu;6
quant;à;moi;6
yvonne;de;galais;4
